Solution_ID,pv,gas_boiler,gas_chp,heat_pump_air,heat_pump_ground,battery_storage,thermal_storage,Cost,Emissions_kg,Resilience,Knee_Cost_Emissions,Knee_Cost_Resilience,Knee_Emissions_Resilience,Ideal_Distance
0,1.441559756716527,0.8362684209973752,0.7933735773604538,0.26077217852953916,2.337092073070091,1.9686603175417814,2.3226456722390467,2007770.3718686192,7807826.673062486,0.7117841242292879,YES,YES,NO,NO
1,0.7663449465800731,0.8544908777443172,0.7933735773604538,0.26077217852953916,2.7188517750839276,1.9686603175417814,2.6240235752332146,1901458.1850643384,7904550.635242242,0.731885279326929,NO,NO,NO,NO
2,1.4900566923403007,1.97680368115246,0.5914315947574409,0.5206842059007256,2.0715282930133205,0.20246923111803017,1.7898261221473992,1065304.7627465492,13004216.365883237,0.7266259670051081,NO,NO,YES,NO
3,0.5688067588265043,0.706501764528149,0.22061435530281545,2.3103359721472048,2.0248352835084757,0.2584112816631914,2.38604128686151,999818.992282124,4686887.546783847,0.6580286388390331,NO,NO,NO,NO
4,1.144401525563729,2.0173541435322595,0.25184943296931683,2.4221070554351014,2.05822832581291,0.28628993679023035,1.9642656586400273,1188677.3298059136,11777467.159680406,0.7184166761448298,NO,NO,NO,NO
5,0.5913069541060674,0.7597429669303033,0.22061435530281545,0.892023475758061,2.0621138447559746,2.1744630601537382,2.38604128686151,1812280.6171265258,4969489.400039172,0.6955444877044904,NO,NO,NO,NO
6,0.7305198054359998,1.4485281724130028,0.2323805667015031,0.8353461773424755,2.075479185111029,1.4240253728425258,2.531498948961945,1480650.1132726502,8675493.1937087,0.7360393210402985,NO,NO,NO,NO
7,1.3998825282769,0.6391073958467766,0.5914315947574409,0.9157870449466734,0.5825069314884469,1.5208841634575565,1.7826610981473285,1551184.7571988672,5903786.01750979,0.6917045630845181,NO,NO,NO,NO
8,0.5192026555063525,0.7196670595677368,1.7506051334183887,1.8099753536754264,1.0544145644891458,0.913801833342225,1.4360551971537037,1446985.190564702,11253664.86377974,0.7115588005438722,NO,NO,NO,NO
9,0.7305198054359998,1.4485281724130028,0.20338592137351363,0.8325962502441419,2.075479185111029,1.4240253728425258,2.531498948961945,1473565.5857373334,8552371.398790872,0.7360131011228828,NO,NO,NO,NO
10,1.441559756716527,0.8362684209973752,0.8005152369539734,0.22392552032625612,2.3289182455494215,1.9686603175417814,2.3226456722390467,2003758.2305616192,7838152.753547335,0.7130548301055679,NO,NO,NO,NO
11,1.4643773130860733,0.740315780131136,0.23432307156432014,0.6223330465305758,2.0715282930133205,0.20246923111803017,2.4515675846448075,996720.1001575347,4924582.9744118815,0.6887572882101667,NO,NO,NO,NO
12,0.6048625917028091,0.8351090463410941,0.7922812490214817,2.4362980099222273,2.0200105333024174,0.25465770919218655,2.38604128686151,1157427.0694204953,7797034.342857253,0.70760444328359,NO,NO,NO,YES
13,0.5945167837068794,1.943032171444783,0.5804056397413139,2.2098724711514586,2.0248352835084757,0.2584112816631914,1.724298562443957,1069184.5669415612,12778138.536218993,0.723419176118785,NO,NO,NO,NO
14,1.449514834126585,0.8362684209973752,0.7332041706437166,0.8073611517010217,2.9784315475696186,1.2787548802131528,2.539727070290951,1803785.7098527993,7552325.518614702,0.696339695373313,NO,NO,NO,NO
