,demand_electricity_kw,demand_heat_kw,solar_availability,electricity_price,grid_availability,grid_emission_factor,outdoor_temperature,feed_in_tariff,gas_price,hp_air_cop,hp_geo_cop,hp_air_max
2020-01-02 11:00:00,297.0350663441949,1261.244939589189,0.08909423309694586,0.1275,0.99,0.267045251,1.8,0.06,0.06899999999999999,2.030505142405064,3.11098,0.6652647656971882
2020-01-02 12:00:00,275.606317038107,1193.052802733391,0.1456751313587664,0.1275,0.99,0.265569203,1.4,0.06,0.06899999999999999,2.01773466981132,3.11098,0.660247062629544
2020-01-02 13:00:00,227.8765889795111,1173.306846990384,0.12424467670441579,0.1275,0.99,0.268575728,1.7,0.06,0.06899999999999999,2.027297393364929,3.11098,0.6640037995848247
2020-01-02 14:00:00,198.111872323581,1201.898296254081,0.12891024334125362,0.1275,0.99,0.296257318,1.2,0.06,0.06899999999999999,2.01140948275862,3.11098,0.6577641538570105
2020-01-02 15:00:00,226.2061771975177,1191.011228297529,0.06036302862651316,0.15,0.99,0.338694169,0.8,0.06,0.06899999999999999,1.998877336448598,3.11098,0.6528493602186567
2020-01-02 16:00:00,227.4234725080867,1139.342593788381,0.0,0.15,0.99,0.376236249,-0.4,0.06,0.06899999999999999,1.962200688073395,3.11098,0.6385012010695245
2020-01-02 17:00:00,204.8567528150026,1093.772446876441,0.0,0.22499999999999998,0.99,0.391753377,-0.1,0.06,0.06899999999999999,1.971243087557603,3.11098,0.6420337084266673
2020-01-02 18:00:00,168.8949583942238,1071.439951878665,0.0,0.22499999999999998,0.99,0.406554392,-1.4,0.06,0.06899999999999999,1.932649472891567,3.11098,0.6269794712868731
2020-01-02 19:00:00,149.9974570773616,1070.024855682544,0.0,0.22499999999999998,0.99,0.418955918,-1.1,0.06,0.06899999999999999,1.941420953101361,3.11098,0.6303957334254316
2020-01-02 20:00:00,132.2721888836964,1091.188120126969,0.0,0.22499999999999998,0.99,0.432268964,-1.6,0.06,0.06899999999999999,1.92684572072072,3.11098,0.6247207648429706
2020-01-02 21:00:00,128.635839523005,1142.545405485108,0.0,0.15,0.99,0.436405605,-2.8,0.06,0.06899999999999999,1.892742256637168,3.11098,0.6114759548518656
2020-01-02 22:00:00,110.1732602101956,1233.56153107613,0.0,0.15,0.99,0.442535917,-2.6,0.06,0.06899999999999999,1.898342085798816,3.11098,0.6136475171797622
2020-01-02 23:00:00,91.41255365323603,1312.864274155677,0.0,0.0975,0.99,0.441282427,-3.8,0.06,0.06899999999999999,1.865231468023255,3.11098,0.6008262389084794
2020-01-03 00:00:00,69.57826653367542,1358.889479467662,0.0,0.0975,0.99,0.438130254,-5.1,0.06,0.06899999999999999,1.830640870185449,3.11098,0.5874804176820997
2020-01-03 01:00:00,60.16724776534749,1399.382298195305,0.0,0.0975,0.99,0.440947658,-4.6,0.06,0.06899999999999999,1.843792025862068,3.11098,0.5925485353744147
2020-01-03 02:00:00,57.50444708798939,1435.091672065389,0.0,0.0975,0.99,0.447520538,-5.0,0.06,0.06899999999999999,1.833256071428571,3.11098,0.5884876707875369
2020-01-03 03:00:00,56.2891345430655,1454.315140159769,0.0,0.0975,0.99,0.442862091,-5.5,0.06,0.06899999999999999,1.820254255319149,3.11098,0.5834828238788642
2020-01-03 04:00:00,57.04928556620057,1466.497350343823,0.0,0.0975,0.99,0.436264638,-5.5,0.06,0.06899999999999999,1.820254255319149,3.11098,0.5834828238788642
2020-01-03 05:00:00,62.18248474589765,1487.326905541613,0.0,0.0975,0.99,0.439819031,-5.5,0.06,0.06899999999999999,1.820254255319149,3.11098,0.5834828238788642
2020-01-03 06:00:00,80.32480408610574,1512.719079307092,0.0,0.0975,0.99,0.456305939,-7.4,0.06,0.06899999999999999,1.772485151933702,3.11098,0.5651565132781257
2020-01-03 07:00:00,121.4185457588578,1573.148416574561,0.0,0.15,0.99,0.463124354,-7.3,0.06,0.06899999999999999,1.774936721991701,3.11098,0.5660946620793271
2020-01-03 08:00:00,233.3531685549768,1632.053336188937,0.0,0.15,0.99,0.469762219,-5.3,0.06,0.06899999999999999,1.825432788051209,3.11098,0.5854753656577432
2020-01-03 09:00:00,302.1595774392405,1654.135602993843,0.14210245478899838,0.15,0.99,0.475824779,-3.0,0.06,0.06899999999999999,1.887175367647059,3.11098,0.609318439671606
2020-01-03 10:00:00,300.0708405495471,1572.385486595911,0.20196050395005646,0.15,0.99,0.483151964,-1.8,0.06,0.06899999999999999,1.921076721556886,3.11098,0.6224769316459843
2020-01-03 11:00:00,297.0350663441949,1461.455226197229,0.234728270850626,0.1275,0.99,0.490229019,-0.3,0.06,0.06899999999999999,1.965205589586523,3.11098,0.6396747366422587
2020-01-03 12:00:00,275.606317038107,1345.360646049463,0.29961031974945335,0.1275,0.99,0.500951509,0.2,0.06,0.06899999999999999,1.980369212962962,3.11098,0.6456022116492056
2020-01-03 13:00:00,227.8765889795111,1287.909750328283,0.13276905309736414,0.1275,0.99,0.512811996,0.0,0.06,0.06899999999999999,1.974275769230769,3.11098,0.6432191837048494
2020-01-03 14:00:00,198.111872323581,1299.993888518192,0.09542845149256789,0.1275,0.99,0.525089189,-0.4,0.06,0.06899999999999999,1.962200688073395,3.11098,0.6385012010695245
2020-01-03 15:00:00,226.2061771975177,1292.341391787827,0.01697008857143977,0.15,0.99,0.539878328,-0.5,0.06,0.06899999999999999,1.959204961832061,3.11098,0.637331606540811
2020-01-03 16:00:00,227.4234725080867,1241.118801511355,0.0,0.15,0.99,0.543375365,-0.9,0.06,0.06899999999999999,1.947312974203339,3.11098,0.6326922562698196
2020-01-03 17:00:00,204.8567528150026,1188.54296036944,0.0,0.22499999999999998,0.99,0.535314475,-1.0,0.06,0.06899999999999999,1.9443625,3.11098,0.6315420810788229
2020-01-03 18:00:00,168.8949583942238,1153.443165949284,0.0,0.22499999999999998,0.99,0.530587617,-0.7,0.06,0.06899999999999999,1.953240867579909,3.11098,0.635004163851623
2020-01-03 19:00:00,149.9974570773616,1137.066058000547,0.0,0.22499999999999998,0.99,0.531901351,-0.6,0.06,0.06899999999999999,1.956218368902438,3.11098,0.6361659338344477
2020-01-03 20:00:00,132.2721888836964,1132.776632637313,0.0,0.22499999999999998,0.99,0.536661776,-0.2,0.06,0.06899999999999999,1.968219708588957,3.11098,0.6408522326045267
2020-01-03 21:00:00,128.7180529688656,1162.348669334372,0.0,0.15,0.99,0.540390302,0.0,0.06,0.06899999999999999,1.974275769230769,3.11098,0.6432191837048494
2020-01-03 22:00:00,111.1839774476131,1221.589888095285,0.0,0.15,0.99,0.545464386,0.2,0.06,0.06899999999999999,1.980369212962962,3.11098,0.6456022116492056
2020-01-03 23:00:00,99.19709171445578,1265.331580189619,0.0,0.0975,0.99,0.539921151,0.3,0.06,0.06899999999999999,1.983430061823802,3.11098,0.6467998041459777
2020-01-04 00:00:00,81.8694251133984,1279.220958362818,0.0,0.08775000000000001,0.99,0.533868364,0.2,0.06,0.06899999999999999,1.980369212962962,3.11098,0.6456022116492056
2020-01-04 01:00:00,75.4473948103888,1281.669978760671,0.0,0.08775000000000001,0.99,0.519474191,0.3,0.06,0.06899999999999999,1.983430061823802,3.11098,0.6467998041459777
2020-01-04 02:00:00,67.1912017691657,1282.512416401357,0.0,0.08775000000000001,0.99,0.505195237,0.3,0.06,0.06899999999999999,1.983430061823802,3.11098,0.6467998041459777
2020-01-04 03:00:00,63.82827053568107,1282.809842199672,0.0,0.08775000000000001,0.99,0.48950561,0.5,0.06,0.06899999999999999,1.98958023255814,3.11098,0.6492072467380509
