Status,pv,gas_boiler,gas_chp,heat_pump_air,heat_pump_ground,battery_storage,thermal_storage,Cost,Emissions_kg,Resilience,Generation,Solution_ID
Success,1.2487123327726148,2.8620000579477654,2.2495830370719343,1.8762437557517024,0.6368521932388223,0.6367846569413673,0.36263411407095847,1549016.0992573095,9552546.623966498,0.49445193337000237,0,0
Success,2.6252932081698184,1.8831220328809846,2.182603217828927,0.25763658402824685,2.915747586053584,2.530839394241181,0.7945495098991733,2936075.984895762,9268125.98439034,0.5694607158809623,0,1
Success,0.7091099081798817,0.7135326275896148,1.0518782802867055,1.669318008570266,1.409446052197924,1.0154415925545173,1.9131881052226625,1434084.6964805603,4466657.2202887535,0.5414162466889487,0,2
Success,0.5905828098257171,1.0180050158986107,1.2258131612223366,1.4769959558077004,2.398492691900438,0.7590865900434072,1.6398564275581125,1408416.9293773589,5205247.897890197,0.5480550039403265,0,3
Success,1.8587607928137189,0.33006115561599364,1.9011255853240272,0.6774675463244162,0.38214446035878263,2.856879504309333,2.9037696926087664,2645073.1877315673,8072869.724098411,0.5642069849949387,0,4
Success,2.4635125747260913,1.052918553685438,0.4734819192178748,2.1158524742340394,1.4324269824708835,0.5417070575653806,1.5864953483115565,1547856.083473481,2010576.197632156,0.5056923325294601,0,5
Success,0.2962878591226115,2.7460971258205897,0.9245839484800473,2.0550623961911496,1.0727910130503506,1.6561904592978702,1.730788782161183,1663236.6477853828,3926119.2541363686,0.5653899409769022,0,6
Success,0.7175924754714758,2.914836957740764,2.3703719054111207,2.8305970363797295,2.7055165811974167,1.8741199406710383,2.7812478580647273,2574442.1917766766,10065460.029451665,0.5602739478247766,0,7
Success,0.44777900574537455,0.7487520147736064,0.32663640894950663,1.1109249261371401,1.2882964111305495,0.9597772889669085,2.520465025625402,1115084.1242163023,1387016.8267433357,0.536391942913231,0,8
Success,1.19890931474205,0.9866166271246661,1.7195490328430956,0.5945878299293355,2.4461515461113112,0.4087418023033583,2.9632834224814486,1453615.0659563807,7301829.733660515,0.554663790371071,0,9
Success,2.3622853540306408,0.7564039082956826,0.21546192794608673,2.483291999673536,2.1792005627733277,2.2412200705147645,2.3595569707206483,2503276.3530081566,914929.6018313144,0.46364670350189174,0,10
Success,0.407325024855453,1.2037040399239631,0.5244333666703631,2.616689592451662,1.945234755117162,1.1265144695874176,0.37796338080086617,1416791.6146136604,2226934.5490811355,0.51782001055026,0,11
Success,1.070750500803854,1.1105133016748916,2.2428972993465797,1.9851609197945965,2.6841956792137145,1.522201790453458,0.5348638886272448,2205388.159662138,9524156.553324701,0.55332445817793,0,12
Success,2.197085404224386,2.3301981361273127,1.7715761531945893,2.358708103872771,1.582627669820294,1.6636519222695831,1.3971148514039389,2420669.141393716,7522755.782923066,0.5657414908143004,0,13
