Status,pv,gas_boiler,gas_chp,heat_pump_air,heat_pump_ground,battery_storage,thermal_storage,Cost,Emissions_kg,Resilience,Generation,Solution_ID
Success,2.3670769359566974,1.4288596313057464,2.604074175751871,2.1526304813662187,0.4636965740854187,2.9317425845829166,2.331191165572988,0.0,11057844.749983082,0.5664450857459887,0,0
Success,2.4009800547754705,0.5587181714915284,1.461080626107588,1.2382344678512274,2.7949419687760853,2.0028223362258606,2.503732517158324,0.0,6204279.00293622,0.507718274044489,0,1
Success,1.441559756716527,0.8362684209973752,1.7528374036443373,0.37868831709169093,2.51736728157923,1.9686603175417814,2.3226456722390467,0.0,7443184.246418861,0.5559604454363442,0,2
Success,1.1926727107636315,2.9179544683057292,2.7007391397021534,2.379473791806533,0.7449883819855092,1.5068188104356957,0.32265054420424055,0.0,11468319.29563088,0.5281312941432206,0,3
Success,0.6320105777891338,2.112537069078873,2.285334036541888,2.909027250815788,1.1123110027868255,1.2372871768976328,1.514756271572262,0.0,9704358.352478925,0.5625469147837405,0,4
Success,0.7305198054359998,0.5637802149393205,1.5319737934326143,0.8353461773424755,2.075479185111029,1.4240253728425258,2.531498948961945,0.0,6505317.139796654,0.5487014299744509,0,5
Success,2.1607422856062977,1.074626595869715,2.530327443906563,2.4533402009910454,1.2849394612844884,1.0073186910046834,2.110987411129931,0.0,10744689.34175489,0.5562756548508483,0,6
Success,0.5913069541060674,0.7597429669303033,0.22061435530281545,2.4033882570059877,2.06158239845769,2.1744630601537382,2.38604128686151,0.0,936808.6797496001,0.5054327487321433,0,7
Success,1.4849641715073518,1.7924753486681024,0.5914315947574409,0.5206842059007256,2.0715282930133205,1.5190693772007708,1.7826610981473285,0.0,2511433.3592953105,0.5744004285666081,0,8
Success,2.3419968007648717,1.9772112960016541,1.7500223218423883,1.7657800500871579,1.0510602745753141,0.28628993679023035,1.4228086898506145,0.0,7431230.386650075,0.5653345688312368,0,9
Success,0.8008370838946817,1.343880202428981,2.589528605150865,0.855030560422954,0.36324767672938485,0.9878748976615903,1.022062521746714,0.0,10996078.974259963,0.5351312318712267,0,10
Success,2.053366241235306,1.7596900265555793,2.394914985497958,2.060077912916685,1.3378832120321973,2.479257077064897,0.6675241757415709,0.0,10169678.861547058,0.5621237683581952,0,11
Success,0.2635938047748093,0.4521340101717969,2.222606181670061,1.4932562447038846,0.651560981294085,1.6029253702894177,0.6264738875968716,0.0,9437993.097936263,0.5614674142014774,0,12
Success,2.149697050217661,1.4492375716072858,1.2668594330701508,1.0442338496140542,1.9647912607328875,1.213075309549493,0.4454197740850828,0.0,5379545.276161953,0.5508217948655802,0,13
