Status,pv,gas_boiler,gas_chp,heat_pump_air,heat_pump_ground,battery_storage,thermal_storage,Cost,Emissions_kg,Resilience,Generation,Solution_ID
Success,2.3670769359566974,1.4288596313057464,2.604074175751871,2.1526304813662187,0.4636965740854187,2.9317425845829166,2.331191165572988,3163610.8243084024,11057844.749983082,0.5664450857459887,0,0
Success,2.4009800547754705,0.5587181714915284,1.461080626107588,1.2382344678512274,2.7949419687760853,2.0028223362258606,2.503732517158324,2605742.994967858,6204279.00293622,0.507718274044489,0,1
Success,1.441559756716527,0.8362684209973752,1.7528374036443373,0.37868831709169093,2.51736728157923,1.9686603175417814,2.3226456722390467,2268559.4257957796,7443184.246418861,0.5559604454363442,0,2
Success,1.1926727107636315,2.9179544683057292,2.7007391397021534,2.379473791806533,0.7449883819855092,1.5068188104356957,0.32265054420424055,2160671.718711277,11468319.29563088,0.5281312941432206,0,3
Success,0.6320105777891338,2.112537069078873,2.285334036541888,2.909027250815788,1.1123110027868255,1.2372871768976328,1.514756271572262,1940053.0041885471,9704358.352478925,0.5625469147837405,0,4
Success,0.7305198054359998,0.5637802149393205,1.5319737934326143,0.8353461773424755,2.075479185111029,1.4240253728425258,2.531498948961945,1766223.341806388,6505317.139796654,0.5487014299744509,0,5
Success,2.1607422856062977,1.074626595869715,2.530327443906563,2.4533402009910454,1.2849394612844884,1.0073186910046834,2.110987411129931,2236580.47275356,10744689.34175489,0.5562756548508483,0,6
Success,0.5913069541060674,0.7597429669303033,0.22061435530281545,2.4033882570059877,2.06158239845769,2.1744630601537382,2.38604128686151,2002143.3722289782,936808.6797496001,0.5054327487321433,0,7
Success,1.4849641715073518,1.7924753486681024,0.5914315947574409,0.5206842059007256,2.0715282930133205,1.5190693772007708,1.7826610981473285,1733181.2990339831,2511433.3592953105,0.5744004285666081,0,8
Success,2.3419968007648717,1.9772112960016541,1.7500223218423883,1.7657800500871579,1.0510602745753141,0.28628993679023035,1.4228086898506145,1600435.5528239608,7431230.386650075,0.5653345688312368,0,9
Success,0.8008370838946817,1.343880202428981,2.589528605150865,0.855030560422954,0.36324767672938485,0.9878748976615903,1.022062521746714,1534594.6524690343,10996078.974259963,0.5351312318712267,0,10
Success,2.053366241235306,1.7596900265555793,2.394914985497958,2.060077912916685,1.3378832120321973,2.479257077064897,0.6675241757415709,2832689.4080621563,10169678.861547058,0.5621237683581952,0,11
Success,0.2635938047748093,0.4521340101717969,2.222606181670061,1.4932562447038846,0.651560981294085,1.6029253702894177,0.6264738875968716,1710564.4698370325,9437993.097936263,0.5614674142014774,0,12
Success,2.149697050217661,1.4492375716072858,1.2668594330701508,1.0442338496140542,1.9647912607328875,1.213075309549493,0.4454197740850828,1883527.2403671034,5379545.276161953,0.5508217948655802,0,13
Success,0.5304165259374429,2.8933134607386406,2.7440259339812996,2.159179974670099,0.9444358920866547,2.913693856573627,2.380502531104225,2817615.8537801616,11652130.745903824,0.5399856269786367,0,14
Success,2.207292529645188,1.4582122060026081,0.9622763731664452,0.469894694029798,2.7272867103227565,1.4761736115341109,0.7666174214266448,2001918.8458535462,4086174.9792434596,0.5535507142901582,0,15
Success,1.056678547621827,1.8218147930373085,0.6949637922298488,2.5985199954586515,2.3238546835385883,2.214496276662623,1.4098605113702902,2281476.8788388316,2951068.6726572774,0.5570882929056536,0,16
Success,1.9564647539668407,1.8354743129556594,2.019570484353496,0.43644409919168947,1.3642607260777069,0.31651968681329895,1.583174293884653,1459527.2166653122,8575829.784564862,0.5667818522791696,0,17
Success,1.123611394531799,0.6046677288249314,0.4895283096231446,1.8454048020975935,0.6776603119032811,2.7903363314550322,1.8269711911611057,2237377.9566120254,2078714.9993419265,0.5153386915635108,0,18
Success,1.1712354526975437,1.8545633761479667,0.26385083888315297,2.883965797076047,1.5504496234401206,2.3916586363008014,0.43164399978282797,2192511.2081126585,1120406.4925225496,0.5624875606735988,0,19
Success,2.1607422856062977,1.074626595869715,2.530327443906563,2.418365971298574,1.0656458899298955,0.3775688154431011,1.4851843622310006,1852945.4290656345,10744689.34175489,0.5583243168308075,1,20
Success,0.2635938047748093,1.3843233441167226,2.222606181670061,1.4932562447038846,0.651560981294085,2.800335695230905,0.6264738875968716,2339932.8597362423,9437993.097936263,0.5358022581565919,1,21
Success,0.8008370838946817,1.343880202428981,0.280422327970657,2.8995738380252947,0.36324767672938485,2.3765281526272006,1.0101628909917792,1964037.30369897,1190775.0539529286,0.5681199104651357,1,22
Success,2.3670769359566974,1.922618703473997,2.5664795996415775,2.1399209593754662,0.4636965740854187,2.9317425845829166,2.331191165572988,3162472.3857511175,10898204.525468726,0.5688655249393704,1,23
Success,1.1712354526975437,1.8360591867921632,0.26385083888315297,2.8761060399852107,1.365799099658316,2.3916586363008014,0.43164399978282797,2167649.599359911,1120406.4925225496,0.5642698734585664,1,24
Success,0.8658213713563528,1.343880202428981,2.589528605150865,0.855030560422954,0.36324767672938485,1.5121262045197468,1.7843475223096734,1854697.3779178052,10996078.974259963,0.5382959352366508,1,25
Success,0.7279671627304153,2.112537069078873,2.285334036541888,2.0154626504964797,1.133292172270791,1.1205483495333712,1.514756271572262,1794851.4242955856,9704358.352478925,0.5536082334173087,1,26
