Status,pv,gas_boiler,gas_chp,heat_pump_air,heat_pump_ground,electrolyser,battery_storage,thermal_storage,hydrogen_storage,Cost,Emissions_kg,Resilience,Generation,Solution_ID
Success,1.5705164922563304,0.9338690355288993,1.7313360478316266,1.4249992552127915,0.2789369609865341,1.9536824681098364,1.5461654337816706,1.5935221800262123,0.3434159020835371,71.31304680694828,7351881.680345663,0.5418945349509435,0,0
Success,0.9557332820015775,0.8045162460419043,1.8608534788123434,1.3233437281532627,1.663247065214577,0.9424869777719291,0.531753571391076,1.1537110953300862,0.22125278659793313,45.9464119246487,7901859.733020717,0.5387968658486091,0,1
Success,1.672499226785906,1.3001623583319233,1.5403667061622104,0.7735993394467499,1.9443262463503161,1.7969301305121756,1.5789286444401476,0.4698135449187384,0.9867699070813649,204.95062978998214,6540956.495552422,0.5443785848465892,0,2
Success,0.18322715499573466,0.3931500349283409,1.3977930111606638,1.5150480962248525,1.938268491624999,0.7190681804624887,0.8038734414662508,0.992156041424035,0.4599955822601428,95.54496042188002,5935536.803809831,0.530383991640314,0,3
Success,0.3468508601373961,1.003839359829274,0.5311277631966798,1.3726465898967697,0.9305886458574283,1.682088572509891,1.4305036938042734,0.693496618625878,1.6812936226508821,349.285166501865,2255361.388136695,0.530830649783073,0,4
Success,1.6290522792439235,0.8362089201573314,0.6478233974674638,1.3967414575524535,0.3655297188576886,0.47982558470270575,0.11398831252691048,1.595156317254063,1.3632166275248612,283.48090792983885,2750893.435104812,0.5334556767213408,0,5
Success,1.4398142193900367,1.583385158941739,0.9719399735228459,1.1806082723104983,0.36561429644254917,0.31760713971834953,1.369965627401896,0.9950827916719517,1.173948602314259,244.23316558573413,4127210.136176388,0.5376031151203428,0,6
Success,1.5534978290904486,1.3059648080011226,1.1518008612501922,1.1624936054162858,0.6775051863189632,0.15855388567908488,0.9297630395414884,0.5077108783571055,0.8762044230768087,182.46612045121628,4890964.79094112,0.5374390582086919,0,7
Success,1.7214658392095157,0.5444850231441474,0.21077520920922543,0.6346293948417934,0.6578281397566988,1.3576413779811007,1.1583610894484289,1.5894065973021856,1.3621957266220364,282.9938213752887,895028.0918583563,0.5289903768597471,0,8
Success,0.8721350367361339,1.646638730865466,0.4172485478246374,0.1431529389543349,0.2710909354737193,1.4724827661332556,0.977566737477636,0.4064163801638434,1.0519850726963906,218.51485106760703,1771788.8787359803,0.5298245717439621,0,9
Success,0.38939299515502,1.4230087126476985,0.9476969235906583,0.8239403295833166,0.6728729693809653,1.297536926925888,0.7874439600514418,0.2665348467005919,0.3242112140289791,67.32774440550645,4024265.3410885828,0.5318624111639896,0,10
Success,1.9276055626440776,1.8263033123444534,1.4294435542404242,0.6051529267730872,1.9414351169606754,1.5796267175350098,1.4620913594020917,0.9537868540731984,0.6172589675058021,128.19303331197418,6069936.505203742,0.547139753163852,0,11
Success,0.28314282809164865,1.814944553433299,0.965974950683861,0.48449039311093756,0.6813175858862397,1.2005171809896025,0.4358682875845402,1.7275671397755135,1.5411871066868992,320.2263404953171,4101880.4827057617,0.5321988774495325,0,12
Success,1.4669796163067799,0.920976775572697,1.2918867973346422,1.2097861409341977,1.334708542954158,0.2604442101657893,0.8900340641241582,0.17906693033759571,1.0385825565645859,216.10442404310402,5485820.554767683,0.536985095863115,0,13
Success,0.726736303432292,0.37459595884548913,0.29646563867284814,1.216524687137653,0.4241266402200836,1.8577282249159146,1.2040161654307504,0.7590526286161904,1.222739433814692,253.97550612941282,1258900.7781248793,0.5256147948649613,0,14
Success,0.14332735495642523,1.9212625051587462,1.0163765301915104,1.5871969317755439,0.25718699985263327,1.0246508285925047,1.0323432892735898,1.8818702644524674,1.1862832995145434,246.46831755513338,4315903.895148918,0.5361742440831683,0,15
Success,0.9996298620082121,0.6072537598745977,0.7299810949508491,1.0892775646959219,0.9339317745795886,0.14106295177262781,1.66995465596928,1.8027054664955569,0.36647326909736044,76.19834696822137,3099764.858294992,0.5275942703682212,0,16
Success,1.152668672724194,0.3062939081573427,1.3772561767756422,0.6343441892941157,1.3529030059146134,1.481289767145077,1.5604302346435484,0.30470779731620345,1.840422505761455,382.3926379724415,5848329.946032781,0.5315386218255991,0,17
Success,0.5374065827002735,0.17108385673474158,1.1542196918438183,0.8047523393386335,1.676600511951585,1.6356777969221734,0.7025638963631591,1.9105088506325154,0.6527438924662253,135.56326609881856,4901236.02416093,0.527838274668548,0,18
Success,1.0786085455402576,0.5863336720784452,1.8784827830930304,0.4127548534058345,0.18533017684542508,0.9266844140057721,1.9855135717060903,1.7941868058843364,1.5223552369682036,316.3734195814954,7976720.161959822,0.5302912834950241,0,19
Success,1.7925057326691973,1.7975486154259401,1.0858308847342533,0.7002651984785067,1.5668236210108772,1.3571564000187462,0.809949684860049,0.27948666931687904,1.5189002615631495,315.5680665814338,4610832.310358975,0.5440719623817536,0,20
Success,0.5986749802534429,1.8799449860141806,0.557844092510801,0.33324007158182345,1.6791140770373216,0.3912402015865387,0.4406097854997043,1.2388273038896027,1.7616678775911825,366.6614079271902,2368808.6257752613,0.5323136922522304,0,21
Success,0.47322586485768914,0.68961497851018,1.5770691926582374,1.946470209515838,1.0514082537844505,0.3734052548473765,0.12647894664558293,0.536346456997825,0.3504622137943899,72.80537723894267,6696808.583557648,0.5341344171038206,0,22
Success,1.3875514798644293,0.33148175879420916,1.0620268700792026,1.4190986277214843,1.2041215575197146,0.4795737381541094,1.6278365997462991,1.4592735462700233,1.5040696074395294,312.8201974175269,4509751.818515507,0.5325478761030302,0,23
Success,0.3490097279588952,0.33513222693565475,1.8623688469123645,0.8553985682673871,0.6718025143837855,1.0283096861679133,1.3594420042508066,1.9156841883892428,0.6442478310759044,133.81482916466902,7908294.536355101,0.5276212562782667,0,24
Success,1.8571360156928516,0.147233033633887,1.154876280420967,1.3045527121940617,0.30120506712643125,0.36664523442143404,0.8963172067009773,1.9358406330720452,1.2324808511453085,256.36508311020594,4904024.137732476,0.5312575492745152,0,25
Success,1.8727441210404014,1.6282857396646444,0.9880250429550538,1.5910505535791561,0.1338898895562767,0.3073735938548964,1.675914368277199,1.6139524678178072,0.542017409736224,112.64836351112514,4195513.18308276,0.5414476509256957,0,26
Success,1.1084622221382017,1.2514300593300207,1.7487040121744213,1.2459035989435787,0.8838859816199925,0.8109496824736471,0.9091759641096687,1.338668948601951,1.7482322003294173,363.41325327158785,7425632.364989815,0.5397213100167733,0,27
Success,0.9624040759449695,0.5708951696075804,0.5496584896954042,1.5174271324625481,1.6514806505054298,0.3000283517228374,0.2264618282148385,1.2294239611372584,0.37772916396612677,78.48315636833175,2334049.5832101433,0.5304498043206691,0,28
Success,1.6668619618670486,0.6896358804557414,0.37335667264517103,1.8498438977261555,0.4145102731970285,0.6409681564420775,0.3918654508649114,0.3194311209641745,0.14018123103923608,29.110446261035165,1585408.0351949015,0.5338702361924914,0,29
Success,0.2052512774120942,0.43181879477812013,0.20142567199163325,1.2231732506108453,1.3933576009190622,0.8478978679808536,0.7041830842088939,1.0585998503422371,1.7625093902457563,366.36607220772015,855326.5610805424,0.5221124105282993,0,30
Success,1.7171500909621915,0.1826026178243047,0.4448469782333957,0.5498152550983524,0.5738363940812025,1.1853420383112683,0.8908986088360653,0.19358282786242859,0.809866863073186,168.22000792428506,1888981.8380014927,0.5261536176070143,0,31
Success,1.0951306025635108,0.2931766155170603,1.6835712521982635,0.1987275462836981,1.857199551134318,0.28831496900176345,1.7027924080357302,1.8150409734624724,1.961184293114526,408.685490813754,7149055.009912625,0.5286919811093419,0,32
Success,1.6238491725198279,1.581007327465525,1.3207182243915405,1.580093073698445,0.35564919598497946,1.1185292683005108,1.0770234533617875,1.7293870738328594,0.9793187946276801,203.4380338165766,5608249.26562558,0.5435560618364002,0,33
Success,0.8316700425906716,1.3151702153505092,0.6062803032516074,0.36555998081251806,1.0079668206451171,0.8920898003302815,0.54188288700486,0.7982724392187431,0.7961456546698701,165.3882285397151,2574486.368612466,0.5296240136003887,0,34
Success,0.7222415723838363,0.820981751481165,1.4029123563662962,0.664065301685442,1.9028300607591468,1.841061237122538,1.0137298137701494,0.7238862895089087,1.117326100677006,232.07414814762737,5957275.402899126,0.5351895452302795,0,35
Success,1.7122649286698868,1.339915947064194,1.6283444730994472,1.1121723245249064,1.3025434956084794,0.6474956669466773,1.4962970083895526,0.4845687269388649,1.4201164447551466,295.21211838093205,6914542.047492883,0.5428154796938651,0,36
Success,1.7353662298191987,0.3509953908729334,1.2673215070296477,0.2806819216368758,1.478859693715711,0.2605371157646884,1.8782856631311895,0.36107506707182413,1.9218724672272527,400.61562505497034,5381507.410019237,0.5302625304044656,0,37
Success,1.6216799345616837,1.227995808486073,1.586985798796139,1.6107181940678632,1.8974514193529275,0.5814283722944557,1.2211442011807874,0.28059347537236234,1.2707148300458304,264.1535735101096,6738918.094930532,0.5446933704573287,0,38
Success,0.4254534777762987,1.1734061617976395,1.1876179766643145,0.9853717906643319,1.0930003734749332,1.551454441012517,1.6185649613729267,1.0350911095933153,1.2392275388929634,257.4196514723356,5043057.271765804,0.5338647946896513,0,39
Success,1.8693488478111935,0.3274938181521333,0.3224967752102099,0.26664712263046,1.349940241577003,0.895355771501721,1.5712106906695023,1.375339685286326,0.7339117408236525,152.45413665613128,1369438.4383713074,0.5274359320593939,0,40
Success,1.8068964399869178,1.5488110794342393,0.6140163877293338,0.7919648337669025,0.6974359623880995,0.3994621323874994,0.3807884078301641,1.8786421804139137,0.9320176706776311,193.76109191253258,2607336.593050775,0.5368699156417995,0,41
Success,0.8283076632770786,1.486402846487018,1.15068682398051,1.8786659749930783,1.5825728384278452,1.0108021718366267,0.8150829996135698,1.9745999353562118,1.4637444484069226,304.1617255209061,4886234.184075717,0.5418901854867981,0,42
Success,1.907269854007298,0.32510929671237854,1.716013990462487,1.3104403795832944,0.3316511888367139,1.2176901999415193,1.4035830937003528,0.1233751031883454,0.9632041274993184,200.0816047203002,7286818.659785059,0.5375272948492169,0,43
Success,1.6682590712730103,0.6611821481537707,0.9712413554172471,0.940396841428997,0.673662043740734,1.845039601479553,1.5844586673198802,0.31011798089260995,1.9943658498913888,414.34303039186005,4124243.5499619204,0.5357508226986505,0,44
Success,1.7704800461847159,0.639426031941674,1.6901035013557826,0.3021971105556275,1.9982989879010535,1.36480099860242,1.3352375295617143,0.27183738126985224,1.804363457903588,374.91615619249325,7176793.312348345,0.5383904741950247,0,45
Success,0.1550990560884919,0.5575733102781794,0.37174156281660653,1.5758590873152152,0.4765880317045059,1.830212631548682,1.3469111747222313,0.1687091499399228,0.11031668484453089,22.907081780345198,1578549.6922549258,0.5257009168781372,0,46
Success,0.19815004232735794,1.2512578375306826,1.622815440632889,0.5532503591920381,1.7138768015538386,0.20874068629119474,1.6218313219191849,1.8628113173273328,1.5670059582983231,326.6661067408652,6891063.767495283,0.5313100630529975,0,47
Success,1.4264294895594107,1.692162415445228,0.17628746913942622,0.4833860103662052,0.33735499068072183,1.0586088813666743,1.5158574438248047,1.2970225046951576,1.7171490895476766,356.85114472796823,748580.6215747956,0.5330963242514959,0,48
Success,0.3949046856380727,1.495780074676807,0.4667788326509178,0.6144416275038205,1.4488189248344774,1.9623890913074955,1.2619328513564323,0.20355059848346163,1.2709870428623125,263.9957331158188,1982112.457507816,0.5325650470560817,0,49
Success,0.18046604800231747,1.7798768515969527,1.4481987416911795,0.42894290820275616,0.2742699110659763,0.448713134872606,1.9620516411529658,0.9712652206711306,1.5897538018486752,330.71224063836655,6149577.84300373,0.5305830270695802,0,50
Success,1.309175850004776,1.187584984921411,0.37574748386359447,1.8974464617603806,0.672551001777964,1.1982327100343302,1.4295742947192256,1.3335429949660869,1.887129378421485,392.16613974157497,1595560.2879709608,0.5375207625944477,0,51
Success,0.3820340808481102,1.06587020304919,0.8676653424074553,1.0009205860169745,0.32651329977571475,0.3547797587582542,0.6283435369843889,0.6789387471455794,0.913016105994565,189.83487339945998,3684422.179914418,0.5264524411819473,0,52
Success,1.2608763393695939,1.3057953230946997,0.8824407035125834,0.8766879079145244,0.5134942007242277,1.2177818719771156,0.702377731502752,0.16851368512699105,0.8949600838980347,185.90006440219383,3747163.7295779465,0.5353909605119702,0,53
Success,1.0008520826713236,0.5286264495880009,1.1876700729320198,1.1749666108206498,1.4338041441097056,1.3311021161822991,1.33962280738996,0.7008068884656818,1.5961212217733123,331.62564979399565,5043278.4914398445,0.5338045470316226,0,54
Success,1.143374328839391,0.9196945708417912,1.2894237137880085,0.785248935455483,1.0742045647528407,1.4997408081162187,1.7841654847750446,1.8500086748608642,1.0569025578478886,219.53517224262535,5475361.40743673,0.5356056371650183,0,55
Success,1.0885227180070813,1.6197537804512894,0.6974563143139824,1.6910264884556303,1.0388691283831044,0.32012777623700994,0.23691237943859303,1.6997871009749799,0.20557904212306802,42.70055119941759,2961652.826710529,0.5385599781199277,0,56
Success,0.6331617286539462,0.734847076952937,0.42868944586402824,0.6963974026237795,1.5111158767776627,0.12789740276413447,1.6716295065893043,1.7274412447916605,0.8072969890639415,168.1865098906695,1820371.0871454014,0.5241937717689045,0,57
Success,0.39186450821520613,1.2415967750956536,0.32737785614329923,0.7933467860486797,1.9210154437118476,1.9913824979089105,1.5669992935737127,0.6908268688494558,1.4065635934155758,292.1654811060428,1390165.2808217998,0.5321645257336963,0,58
Success,1.4402720944196241,0.8368992208109345,1.3176884057137028,0.12038252545378486,0.4972095513442587,1.0976677756377962,0.4111274780907621,0.41522304896541395,1.688978152045452,350.9813868925545,5595383.555089338,0.5312229487885427,0,59
Success,1.9793527050988504,1.156341913254052,1.6942324886752556,1.981611162219918,0.36903218828067197,0.951666665183267,0.8458881600996477,0.25209363892775155,1.5351273283100144,319.0225130152477,7194326.492155021,0.5455114915211047,0,60
Success,0.9241801519129266,0.9917211749617624,0.3862786502451564,0.4437606392386494,1.8234968820968085,0.1848332690511299,0.5424193413930418,0.6549127275976038,1.0313753305630142,214.78594743735155,1640279.4453467033,0.5273255948663095,0,61
Success,1.2142458287281124,1.0372509541162664,0.25981913565807585,0.5629681627058557,1.7028179310488283,1.3114185309090722,1.3333831952551214,1.3733861851675744,1.5495157361751053,321.9394966774778,1103286.4163142608,0.5319255762792431,0,62
Success,0.21040611527074993,0.7965559313719635,1.1251021269971895,0.7430673182649195,1.7045098592456545,1.0168877663158584,1.5603924199728203,1.7188294820742211,1.0591038175166463,220.03118411411813,4777592.268322593,0.5286205800291589,0,63
Success,1.828149263355565,1.215535487020263,1.7155211677840714,0.7471225116238961,1.0477522212098218,1.1096809779086976,0.29946146020253406,0.8572497627329272,1.8429415778481846,383.0008168558528,7284725.955699308,0.5418740263018865,0,64
Success,1.2985812566930106,0.43726250663023825,0.7438257076582494,0.46404571835912967,0.14716395041728783,1.8621748711576507,0.9515939236880557,0.6843166375994937,1.2371066639596995,256.96050033813265,3158554.1122139483,0.5273379352798131,0,65
Success,0.11389746695672971,0.6282420025415463,1.435763584827896,1.3041625688315996,1.9654313003308175,1.2786796483502838,1.0072611598926924,1.5467218700496146,1.8163229567317007,377.42072366887004,6096773.650513258,0.5323164775905569,0,66
Success,1.469322298764868,1.9301013247438212,1.5858098244025367,1.7469227326976602,0.31679773524891064,1.4915856556881968,0.9361685291020003,1.1508972245814229,1.3427945780164778,278.94812193488286,6733924.480541395,0.5472934777596028,0,67
Success,1.942648721740582,1.9706983547200867,0.6476336664270199,1.4941316451320408,1.5249687220770105,0.7583364364947927,0.3353525722420199,0.17779922454286756,1.5769519423054392,327.79509057585364,2750087.7681967723,0.5459435257181571,0,68
Success,1.0304295094521212,1.9725263220403597,0.9834495667679407,1.9580422602402965,0.8819944041687137,1.607996086063948,0.2611566173924809,1.1553772492617516,1.623913595272876,337.366393986054,4176084.0493793255,0.5452268017947481,0,69
Success,1.8569331677177885,1.66290787217312,0.17024438168223105,0.8081344484827949,0.1925270973963174,0.30763635311766024,1.38308069446822,1.4551905729922265,1.57006929722809,326.8874237070571,722919.4773821799,0.5346444782693632,0,70
Success,1.7443674413057595,1.5049197901053688,1.6216560250026009,0.19303104866423057,0.5456167858384673,1.281605769412967,1.730438078787164,0.10855023738535234,1.0777957500210646,223.89088719006898,6886140.467629323,0.5397138359175484,0,71
Success,1.3868460587923548,0.1562538493443651,0.862575559351437,1.801706274629024,1.3760643368261316,0.5515508903851348,1.720284146300634,0.7612597044780771,1.7213548751737129,358.0087600750586,3662809.1124493578,0.532702237256643,0,72
Success,0.6679929371259204,1.2216084766779831,0.8541861287208847,0.6221675964346273,1.7844593681265515,0.45642799568503356,0.2611420233479499,0.7496611832367547,1.4635143805189783,304.3967040517367,3627184.5429508286,0.5312968781463819,0,73
