n_gen,n_eval,best_cost,best_emissions,best_resilience,n_pareto
1,80,22.907081780345198,722919.4773821799,0.5256147948649613,23
2,160,22.907081780345198,432250.3097886775,0.5257009168781372,25
3,240,22.907081780345198,432250.3097886775,0.525280202617528,21
4,320,22.86161557413022,427303.53220686846,0.521464041017599,29
5,400,21.924726011523532,427303.53220686846,0.5300975737726656,39
6,480,21.86851265175833,427303.53220686846,0.529974206559371,42
7,560,20.94374811353503,426490.3775120579,0.5320404822216381,42
8,640,20.94374811353503,426490.3775120579,0.5399256804178362,52
9,720,20.943618027412043,426490.3775120579,0.5361594807683875,49
10,800,20.943618027412043,425473.39717735397,0.5361594807683875,49
11,880,20.907892417355125,425473.39717735397,0.5400059429527702,50
12,960,20.883662535533986,425141.1228174397,0.543725408338583,57
13,1040,20.883662535533986,425141.1228174397,0.5440895568505839,70
14,1120,20.88227655562993,424892.4834304222,0.5448236674744388,61
15,1200,20.864713391313252,424892.4834304222,0.5317031086681818,65
16,1280,20.864713391313252,424892.4834304222,0.5317031086681818,76
17,1360,20.786117301173718,424892.4834304222,0.5317031086681818,80
18,1440,20.786117301173718,424892.4834304222,0.5317031086681818,80
19,1520,20.786117301173718,424892.4834304222,0.5485955267701781,80
20,1600,20.786117301173718,424892.4834304222,0.5487233806901257,80
21,1680,20.786117301173718,424892.4834304222,0.5487342966130598,80
22,1760,20.769794971310887,424892.4834304222,0.5487342966130598,80
23,1840,20.769794971310887,424892.4834304222,0.5487555660635086,80
24,1920,20.769794971310887,424892.4834304222,0.5488573684771713,80
25,2000,20.769794971310887,424725.3673105733,0.5488573684771713,80
26,2080,20.769794971310887,424725.3673105733,0.5488573684771713,80
27,2160,20.769794971310887,424725.3673105733,0.5488573684771713,80
28,2240,20.769794971310887,424725.3673105733,0.5488573684771713,80
29,2320,20.769794971310887,424725.3673105733,0.5488573684771713,80
30,2400,20.769794971310887,424725.3673105733,0.5488573684771713,80
31,2480,20.769794971310887,424725.3673105733,0.5491132494684681,80
32,2560,20.769794971310887,424637.52079175366,0.5491132494684681,80
33,2640,20.769794971310887,424637.52079175366,0.5491132494684681,80
34,2720,20.769794971310887,424637.52079175366,0.5491132494684681,80
35,2800,20.769794971310887,424637.52079175366,0.5491132494684681,80
36,2880,20.769794971310887,424637.52079175366,0.549185665876309,80
37,2960,20.769794971310887,424637.52079175366,0.549219030410662,80
38,3040,20.769794971310887,424637.52079175366,0.549219030410662,80
39,3120,20.769794971310887,424637.52079175366,0.549219030410662,80
40,3200,20.769794971310887,424637.52079175366,0.549219030410662,80
41,3280,20.769794971310887,424637.52079175366,0.549219030410662,80
42,3360,20.769794971310887,424637.52079175366,0.549219030410662,80
43,3440,20.769794971310887,424637.52079175366,0.549219030410662,80
44,3520,20.769794971310887,424637.52079175366,0.549219030410662,80
45,3600,20.769794971310887,424637.52079175366,0.5494245898205932,80
46,3680,20.769794971310887,424637.52079175366,0.5494245634029187,80
47,3760,20.769794971310887,424637.52079175366,0.5494245634029187,80
48,3840,20.769794971310887,424637.52079175366,0.5494245634029187,80
49,3920,20.769794971310887,424637.52079175366,0.5486391946827401,80
50,4000,20.769794971310887,424637.52079175366,0.5493202591371761,80
51,4080,20.766398396747398,424637.52079175366,0.5492849593004864,80
