n_gen,n_eval,best_cost,best_emissions,best_resilience,n_pareto
1,80,22.907081780345198,722919.4773821799,0.5256147948649613,23
2,160,22.907081780345198,432250.3097886775,0.5257009168781372,25
3,240,22.907081780345198,432250.3097886775,0.525280202617528,21
4,320,22.907081780345198,432250.3097886775,0.525280202617528,35
5,400,20.803752127002596,432250.3097886775,0.5251233541016311,36
6,480,20.803752127002596,432250.3097886775,0.5282042984891941,43
7,560,20.803752127002596,427182.15943204245,0.5316954175563138,42
8,640,20.803752127002596,427182.15943204245,0.5365096461769895,30
9,720,20.78973220379614,426179.6536995828,0.5433968992899808,38
10,800,20.78973220379614,426179.6536995828,0.5400127012685572,45
11,880,20.78973220379614,425028.7668466591,0.5448562904660386,50
12,960,20.768395999493954,425028.7668466591,0.5454602000177337,52
13,1040,20.767642272443894,424970.645978387,0.5454602000177337,51
14,1120,20.767642272443894,424970.645978387,0.546670686107136,41
15,1200,20.76720986289426,424970.645978387,0.546670686107136,56
16,1280,20.76720986289426,424752.7127172957,0.5470703941194445,71
17,1360,20.767191504566796,424752.7127172957,0.5470703941194445,80
18,1440,20.76598728683672,424657.8043430606,0.5470703941194445,80
19,1520,20.76598728683672,424657.8043430606,0.5470703941194445,80
20,1600,20.76598728683672,424657.8043430606,0.5456204523819562,80
21,1680,20.76598728683672,424657.8043430606,0.5456204523819562,80
22,1760,20.76598728683672,424642.7353684688,0.5456204523819562,80
23,1840,20.76598728683672,424642.7353684688,0.5456707765819846,80
24,1920,20.76557651625338,424642.7353684688,0.5456707765819846,80
25,2000,20.76557651625338,424642.7353684688,0.5466922957613493,80
26,2080,20.76557651625338,424642.7353684688,0.5466922957613493,80
27,2160,20.76557651625338,424642.7353684688,0.5466922957613493,80
28,2240,20.76557651625338,424642.7353684688,0.5466922957613493,80
29,2320,20.76557651625338,424642.7353684688,0.5466253367526182,80
30,2400,20.764955042321404,424642.7353684688,0.5466922957613493,80
31,2480,20.764955042321404,424642.7353684688,0.5466922957613493,80
32,2560,20.764955042321404,424642.7353684688,0.5466854145109652,80
33,2640,20.764955042321404,424642.7353684688,0.5466710486130226,80
34,2720,20.764955042321404,424642.7353684688,0.546587768557453,80
35,2800,20.764955042321404,424642.7353684688,0.5447136302019854,80
36,2880,20.764949958123474,424642.7353684688,0.5475909610157671,80
37,2960,20.764949958123474,424642.7353684688,0.5485200584694315,80
38,3040,20.764949958123474,424637.81293328333,0.5485200584694315,80
39,3120,20.764949958123474,424637.81293328333,0.5485200584694315,80
40,3200,20.764949958123474,424637.81293328333,0.5485271838330201,80
41,3280,20.764949958123474,424637.81293328333,0.5487077813747471,80
42,3360,20.764949958123474,424637.81293328333,0.5487077813747471,80
43,3440,20.764949958123474,424637.81293328333,0.5485120709089438,80
44,3520,20.764949958123474,424636.61282629287,0.5485120709089438,80
45,3600,20.764949958123474,424636.61282629287,0.5485120709089438,80
46,3680,20.764949958123474,424636.61282629287,0.5485120709089438,80
47,3760,20.764949958123474,424636.61282629287,0.5485120709089438,80
48,3840,20.764949958123474,424636.61282629287,0.5485120709089438,80
49,3920,20.764949958123474,424636.61282629287,0.5485120709089438,80
50,4000,20.764949958123474,424636.61282629287,0.5489894640902913,80
51,4080,20.764913069376135,424636.61282629287,0.5489894640902913,80
