n_gen,n_eval,best_cost,best_emissions,best_resilience,n_pareto
1,80,22.907081780345198,722919.4773821799,0.5256147948649613,23
2,160,22.907081780345198,432250.3097886775,0.5257009168781372,25
3,240,22.907081780345198,432250.3097886775,0.525422131213398,21
4,320,22.907081780345198,432250.3097886775,0.525422131213398,34
5,400,22.907081780345198,426158.3870535164,0.5336315992729053,36
6,480,21.677109841437762,426158.3870535164,0.5218134069974094,27
7,560,21.673961652789217,426158.3870535164,0.5218134069974094,40
8,640,21.673961652789217,426158.3870535164,0.5218134069974094,49
9,720,21.673961652789217,425201.26936738996,0.509647878588195,63
10,800,20.78999916446146,425201.26936738996,0.5404527870929396,55
11,880,20.78999916446146,425201.26936738996,0.5404527870929396,50
12,960,20.78999916446146,424870.5147825284,0.5114060099313666,61
13,1040,20.78999916446146,424818.8197372336,0.5114060099313666,67
14,1120,20.78999916446146,424818.8197372336,0.5399429922744834,77
15,1200,20.766468947196074,424679.18091446895,0.5399429922744834,77
16,1280,20.766468947196074,424679.18091446895,0.5399429922744834,80
17,1360,20.766468947196074,424679.18091446895,0.5399429922744834,80
18,1440,20.766468947196074,424679.18091446895,0.5399429922744834,80
19,1520,20.766468947196074,424679.18091446895,0.543298877603019,80
20,1600,20.766468947196074,424679.18091446895,0.543298877603019,80
21,1680,20.766468947196074,424679.18091446895,0.543298877603019,80
22,1760,20.7663575506045,424679.18091446895,0.543298877603019,80
23,1840,20.7663575506045,424675.91445112636,0.542582538913921,76
24,1920,20.76512419089041,424675.91445112636,0.5441507252348636,80
25,2000,20.76512419089041,424675.91445112636,0.5441790359100686,80
26,2080,20.76512419089041,424675.91445112636,0.5441790359100686,80
27,2160,20.76512419089041,424675.91445112636,0.5445487224317629,80
28,2240,20.76512419089041,424663.39206355985,0.5445487224317629,80
29,2320,20.76512419089041,424663.39206355985,0.5482852653911731,80
30,2400,20.76512419089041,424663.39206355985,0.5482852653911731,80
31,2480,20.76512419089041,424663.39206355985,0.5482852653911731,80
32,2560,20.76512419089041,424663.39206355985,0.547915000449539,80
33,2640,20.76512419089041,424663.39206355985,0.547915000449539,80
34,2720,20.76512419089041,424663.39206355985,0.547915000449539,80
35,2800,20.76512419089041,424663.39206355985,0.5482852653911731,80
36,2880,20.765120690391992,424663.39206355985,0.5482852653911731,80
37,2960,20.765120690391992,424663.39206355985,0.5484456491411872,80
38,3040,20.765120690391992,424663.39206355985,0.5478314158784242,80
39,3120,20.765120690391992,424663.39206355985,0.5478314158784242,80
40,3200,20.765120690391992,424663.39206355985,0.5478314158784242,80
41,3280,20.765120690391992,424663.39206355985,0.5478355452276691,80
42,3360,20.765120690391992,424663.39206355985,0.5481810172384176,80
43,3440,20.765120690391992,424663.39206355985,0.5481810172384176,80
44,3520,20.765009791212588,424663.39206355985,0.5481834485970439,80
45,3600,20.765009791212588,424663.39206355985,0.548168826922401,80
46,3680,20.765009791212588,424663.39206355985,0.548175933803929,80
47,3760,20.765009791212588,424663.39206355985,0.5481863336409035,80
48,3840,20.765009791212588,424663.39206355985,0.5487647495072503,80
49,3920,20.765009791212588,424663.39206355985,0.5490065873556502,80
50,4000,20.765009791212588,424663.39206355985,0.5490065873556502,80
51,4080,20.765009791212588,424663.39206355985,0.5490065873556502,80
