n_gen,n_eval,best_cost,best_emissions,best_resilience,n_pareto
1,80,5.63748152036754,784955.6773215261,0.42755993475698345,13
2,160,5.63748152036754,384660.64321717736,0.4244290138315971,23
3,240,1.5636024995927504,186532.98179063376,0.4307586714688128,18
4,320,1.5636024995927504,32892.76369329582,0.42924619278592496,29
5,400,1.5636024995927504,30076.368945403257,0.42924619278592496,23
6,480,1.5322269968545803,13404.50970875219,0.4420519147101681,20
7,560,0.044848313080749075,1299.6447116508011,0.4381696206725699,36
8,640,0.044848313080749075,1299.6447116508011,0.4352859526570393,27
9,720,0.044848313080749075,1299.6447116508011,0.42354444030076444,33
10,800,0.044848313080749075,1299.6447116508011,0.42354444030076444,34
11,880,0.044848313080749075,1299.6447116508011,0.42354444030076444,39
12,960,0.044848313080749075,1274.074132957511,0.2744342867095438,42
13,1040,0.005407258434382256,4.712520964495348,0.27430714926498806,45
14,1120,0.0023409731310064202,4.712520964495348,0.2848836443500261,44
15,1200,0.0023409731310064202,3.3519451804213394,0.2848836443500261,48
16,1280,0.0023409731310064202,3.3519451804213394,0.2848836443500261,40
17,1360,0.0023409731310064202,1.7453136689595528,0.28156685697204775,46
18,1440,0.0011227200009018773,0.0179031835991038,0.28156685697204775,48
19,1520,0.0005863226640453901,0.0179031835991038,0.28156685697204775,48
20,1600,8.776297145816823e-06,0.0179031835991038,0.34382367496025756,60
21,1680,8.776297145816823e-06,0.0179031835991038,0.34382367496025756,42
22,1760,8.776297145816823e-06,0.0179031835991038,0.34382367496025756,46
23,1840,8.776297145816823e-06,0.0179031835991038,0.4489160386663048,50
24,1920,8.776297145816823e-06,0.0179031835991038,0.47330146138352247,61
25,2000,8.776297145816823e-06,0.0179031835991038,0.4895345049082327,74
26,2080,8.776297145816823e-06,0.0179031835991038,0.30514165765321494,80
27,2160,8.776297145816823e-06,0.0,0.30514165765321494,74
28,2240,8.776297145816823e-06,0.0,0.30514165765321494,80
29,2320,8.776297145816823e-06,0.0,0.30514165765321494,64
30,2400,6.696146454716824e-06,0.0,0.3088036592890179,64
31,2480,6.696146454716824e-06,0.0,0.38275145830646856,73
32,2560,6.696146454716824e-06,0.0,0.38275145830646856,70
33,2640,6.696146454716824e-06,0.0,0.5438613340707474,80
34,2720,6.696146454716824e-06,0.0,0.5438613340707474,80
35,2800,5.03268681949814e-06,0.0,0.5456430757372066,80
36,2880,5.03268681949814e-06,0.0,0.5456430757372066,80
37,2960,5.03268681949814e-06,0.0,0.5456430757372066,80
38,3040,5.03268681949814e-06,0.0,0.5456430757372066,80
39,3120,5.03268681949814e-06,0.0,0.5456430757372066,80
40,3200,5.03268681949814e-06,0.0,0.559981718621203,80
41,3280,5.03268681949814e-06,0.0,0.5558139892795357,80
42,3360,5.03268681949814e-06,0.0,0.5558139892795357,80
43,3440,4.983939870324338e-06,0.0,0.6069858268222228,72
44,3520,2.3317287521816405e-06,0.0,0.5558786289593838,80
45,3600,3.4587897839625056e-07,0.0,0.5558786289593838,80
46,3680,3.4587897839625056e-07,0.0,0.5558786289593838,80
47,3760,3.4587897839625056e-07,0.0,0.5558786289593838,80
48,3840,3.4587897839625056e-07,0.0,0.6077414149220295,80
49,3920,1.9662650009326539e-07,0.0,0.6077414149220295,80
50,4000,1.9662650009326539e-07,0.0,0.608425086162147,80
51,4080,1.9662650009326539e-07,0.0,0.6062783348906651,80
52,4160,1.9662650009326539e-07,0.0,0.609285811759751,80
53,4240,1.9662650009326539e-07,0.0,0.609285811759751,80
54,4320,1.231787610832357e-07,0.0,0.609285811759751,80
55,4400,1.231787610832357e-07,0.0,0.6039274627936237,80
56,4480,1.231787610832357e-07,0.0,0.6042966369921139,80
57,4560,1.231787610832357e-07,0.0,0.6042966369921139,80
58,4640,1.231787610832357e-07,0.0,0.604404581747908,80
59,4720,1.231787610832357e-07,0.0,0.604404581747908,80
60,4800,1.231787610832357e-07,0.0,0.604404581747908,80
61,4880,1.231787610832357e-07,0.0,0.604404581747908,80
62,4960,1.231787610832357e-07,0.0,0.6096771641024903,80
63,5040,1.231787610832357e-07,0.0,0.6096771641024903,80
64,5120,1.231787610832357e-07,0.0,0.6096771641024903,80
65,5200,5.8851949224383174e-08,0.0,0.6096771641024903,80
66,5280,5.8851949224383174e-08,0.0,0.6096771641024903,80
67,5360,5.8851949224383174e-08,0.0,0.6091703918554147,80
68,5440,5.8851949224383174e-08,0.0,0.6110042086141045,80
69,5520,5.8851949224383174e-08,0.0,0.6110042086141045,80
70,5600,5.8851949224383174e-08,0.0,0.6110042086141045,80
71,5680,5.8851949224383174e-08,0.0,0.5789799320600191,80
72,5760,5.8851949224383174e-08,0.0,0.5789799320600191,80
73,5840,5.8851949224383174e-08,0.0,0.5789796265849293,80
74,5920,5.8851949224383174e-08,0.0,0.5789796265849293,80
75,6000,5.8851949224383174e-08,0.0,0.5789796265849293,80
76,6080,5.8851949224383174e-08,0.0,0.5789796265849293,80
77,6160,2.78880219279606e-08,0.0,0.5778282233277454,80
78,6240,2.78880219279606e-08,0.0,0.5780541983552769,80
79,6320,2.78880219279606e-08,0.0,0.5799691380456373,80
80,6400,2.78880219279606e-08,0.0,0.5799691380456373,80
81,6480,2.78880219279606e-08,0.0,0.5802442669832728,80
82,6560,2.78880219279606e-08,0.0,0.5802442669832728,80
83,6640,2.78880219279606e-08,0.0,0.5802442669832728,80
84,6720,2.78880219279606e-08,0.0,0.5802442669832728,80
85,6800,2.78880219279606e-08,0.0,0.5802442669832728,80
86,6880,2.78880219279606e-08,0.0,0.5827322072983903,80
87,6960,1.9520863312369643e-08,0.0,0.5827322072983903,80
88,7040,1.9520863312369643e-08,0.0,0.582714975188461,80
89,7120,1.1467894280387594e-08,0.0,0.5911614133821262,80
90,7200,1.0818403637395162e-08,0.0,0.592889020293683,80
91,7280,1.0753419970463768e-08,0.0,0.5922418178857571,80
92,7360,2.475833979784162e-09,0.0,0.5814676304864107,80
93,7440,2.475833979784162e-09,0.0,0.5814676304864107,80
94,7520,2.475833979784162e-09,0.0,0.5814676304864107,80
95,7600,2.475833979784162e-09,0.0,0.5814676304864107,80
96,7680,2.475833979784162e-09,0.0,0.5814676304864107,80
97,7760,2.475833979784162e-09,0.0,0.5814676304864107,80
98,7840,2.475833979784162e-09,0.0,0.5814676304864107,80
99,7920,2.475833979784162e-09,0.0,0.5814676304864107,80
100,8000,1.9457548836524516e-09,0.0,0.5814447383349315,80
101,8080,1.9457548836524516e-09,0.0,0.5814447383349315,80
102,8160,1.9457548836524516e-09,0.0,0.5814447383349315,80
103,8240,2.7369483703847856e-10,0.0,0.5814676304864107,80
104,8320,2.7369483703847856e-10,0.0,0.5814676304864107,80
105,8400,2.231404689897472e-10,0.0,0.5814676304864107,80
106,8480,2.231404689897472e-10,0.0,0.5814660344064687,80
107,8560,0.0,0.0,0.5864710106938815,80
108,8640,0.0,0.0,0.5865902105162342,80
109,8720,0.0,0.0,0.5896956952849846,80
110,8800,0.0,0.0,0.5897725265893842,80
111,8880,0.0,0.0,0.5897992067168711,80
112,8960,0.0,0.0,0.5897992067168711,80
113,9040,0.0,0.0,0.5897992067168711,80
114,9120,0.0,0.0,0.5898053628915806,80
115,9200,0.0,0.0,0.5898053628915806,80
116,9280,0.0,0.0,0.5911276059197386,80
117,9360,0.0,0.0,0.5908625192858158,80
118,9440,0.0,0.0,0.5908625192858158,80
119,9520,0.0,0.0,0.5908625192858158,80
120,9600,0.0,0.0,0.5910308863943552,80
121,9680,0.0,0.0,0.5910713388857183,80
122,9760,0.0,0.0,0.5924239510627642,80
123,9840,0.0,0.0,0.5924239510627642,80
124,9920,0.0,0.0,0.5924239510627642,80
125,10000,0.0,0.0,0.5924239510627642,80
126,10080,0.0,0.0,0.5947368988243961,80
127,10160,0.0,0.0,0.5947368988243961,80
128,10240,0.0,0.0,0.59474106241446,80
129,10320,0.0,0.0,0.6118297077485854,80
130,10400,0.0,0.0,0.6118297077485854,80
131,10480,0.0,0.0,0.6118297077485854,80
132,10560,0.0,0.0,0.6118297077485854,80
133,10640,0.0,0.0,0.6118297077485854,80
134,10720,0.0,0.0,0.6118297077485854,80
135,10800,0.0,0.0,0.6118297077485854,80
136,10880,0.0,0.0,0.6121396528548739,80
137,10960,0.0,0.0,0.6121396528548739,80
138,11040,0.0,0.0,0.6121396528548739,80
139,11120,0.0,0.0,0.6121396528548739,80
140,11200,0.0,0.0,0.6121396528548739,80
141,11280,0.0,0.0,0.6121396528548739,80
142,11360,0.0,0.0,0.6121396528548739,80
143,11440,0.0,0.0,0.6121396528548739,80
144,11520,0.0,0.0,0.6121396528548739,80
145,11600,0.0,0.0,0.6121396528548739,80
146,11680,0.0,0.0,0.615887190129892,80
147,11760,0.0,0.0,0.616019129472087,80
148,11840,0.0,0.0,0.616019129472087,80
149,11920,0.0,0.0,0.616019129472087,80
150,12000,0.0,0.0,0.616019129472087,80
